Machine,Month,Operater,Length
1,March,Fong,91.42843352059235
1,March,Fong,91.48096662722313
1,March,Fong,91.41808172631303
1,March,Fong,91.32258730863472
1,March,Fong,91.29658619346921
1,March,Fong,91.31294606669519
1,March,Fong,91.47181935481478
1,March,Fong,91.42508003016941
1,March,Fong,91.37322178738421
1,March,Fong,91.32037919219884
1,March,Fong,91.39848913255925
1,March,Fong,91.68462593477628
1,March,Fong,91.35948420835201
2,January,William,93.61476123198246
2,January,William,93.33297831297996
2,January,William,93.38551464813607
2,January,William,93.46764832224713
2,January,William,93.38413031648578
2,January,William,93.50084817536147
2,January,William,93.60223289001458
2,January,William,93.43961933446859
2,January,William,93.3487108348053
2,January,William,93.43238756116867
2,January,William,93.59029697935898
2,January,William,93.4920771898043
2,January,William,93.42993674993292
2,January,William,93.42312929386387
2,January,William,93.52521662495886
2,January,William,93.54148998361389
2,January,William,93.29317134224206
2,January,William,93.4206240504015
2,January,William,93.30440223978029
2,January,William,93.51620822717031
2,February,William,93.56891180551142
2,February,William,93.50169891492098
2,February,William,93.46227601923539
2,February,William,93.38540714488423
2,February,William,93.43261309868164
2,February,William,93.37022990395802
2,February,William,93.49965239254855
2,February,William,93.43762282686741
2,February,William,93.33141436213424
2,February,William,93.35927099002491
2,February,William,93.49771394442497
2,February,William,93.43450946980882
2,February,William,93.3155839426208
2,February,William,93.41022955616576
2,February,William,93.48878506385947
2,February,William,93.37878180681932
2,February,William,93.58698010889344
2,February,William,93.46947952581067
2,February,William,93.483696934065
2,February,William,93.35191453332497
2,March,William,93.36224845889747
2,March,William,93.45327799526366
2,March,William,93.41404137139298
2,March,William,93.28313182001442
2,March,William,93.37762084935031
2,March,William,93.33696029426429
2,March,William,93.46464543643378
2,March,William,93.46712007847827
2,March,William,93.6622299379686
2,March,William,93.65649858953489
2,March,William,93.34728414510617
2,March,William,93.38352058115058
2,March,William,93.38616114704459
2,March,William,93.51592093947423
2,March,William,93.41356319924571
2,March,William,93.39395604697822
2,March,William,93.32026397058034
2,March,William,93.22347702862376
2,March,William,93.46981148449328
2,March,William,93.2869645905594
3,January,Luis,91.17912427235301
3,January,Luis,91.26310524613285
3,January,Luis,91.06941603297717
3,January,Luis,90.66187035090641
3,January,Luis,91.57808520048947
3,January,Luis,91.96319688907013
3,January,Luis,91.41825528336742
3,January,Luis,90.23276413862983
3,January,Luis,92.13953899447537
3,January,Luis,92.21257090747959
3,January,Luis,91.40840523350938
3,January,Luis,91.22751459945309
3,January,Luis,91.14681556789795
3,January,Luis,91.44803202785023
3,January,Luis,92.68838138416298
3,January,Luis,90.96812670241806
3,January,Luis,91.63899012961667
3,January,Luis,91.54122522181855
3,January,Luis,90.91716893026802
3,January,Luis,90.99989765040316
3,February,Luis,91.45354524590883
3,February,Luis,92.48326426348274
3,February,Luis,91.97815831064084
3,February,Luis,92.01680915989166
3,February,Luis,91.79618313379703
3,February,Luis,92.44837184477726
3,February,Luis,91.03806830896211
3,February,Luis,91.86421799006482
3,February,Luis,91.42165207533519
3,February,Luis,92.04152288567846
3,February,Luis,91.9434325550546
3,February,Luis,90.6842189182077
3,February,Luis,91.42841231930646
3,February,Luis,91.00189291477372
3,February,Luis,92.33409287666778
3,February,Luis,91.49320988724534
3,February,Luis,91.44164791763625
3,February,Luis,91.19092139191731
3,February,Luis,92.01298528290586
3,February,Luis,91.15695534588524
3,March,Luis,92.01418181618718
3,March,Luis,91.78403672520959
3,March,Luis,90.77715678433731
3,March,Luis,91.54443966633823
3,March,Luis,91.96993406288813
3,March,Luis,91.39829761413084
3,March,Luis,91.502570572277
3,March,Luis,91.3176252419833
3,March,Luis,91.96659900941565
3,March,Luis,91.06860321129433
3,March,Luis,91.80302178000909
3,March,Luis,91.95297800519381
3,March,Luis,91.32534339312183
3,March,Luis,91.0220329139187
3,March,Luis,90.690409871432
3,March,Luis,91.41326070152789
3,March,Luis,90.72788661197826
3,March,Luis,91.41168715951156
3,March,Luis,91.63407594249706
3,March,Luis,91.6010945136519
4,January,Isabel,91.39405901981834
4,January,Isabel,91.49210774719515
4,January,Isabel,91.49215558814296
4,January,Isabel,91.44960741411049
4,January,Isabel,91.38007012360967
4,January,Isabel,91.50938730982833
4,January,Isabel,91.37767571819442
4,January,Isabel,91.3873227319675
4,January,Isabel,91.51774646788598
4,January,Isabel,91.66425409006214
4,January,Isabel,91.42792687017906
4,January,Isabel,91.38741929409679
4,January,Isabel,91.57642708661218
4,January,Isabel,91.41191199593071
4,January,Isabel,91.43030294773703
4,January,Isabel,91.4593762708087
4,January,Isabel,91.47761944712839
4,January,Isabel,91.47473027515122
4,January,Isabel,91.50302794831573
4,January,Isabel,91.54517174750791
4,February,Isabel,91.43916891767293
4,February,Isabel,91.23162365555739
4,February,Isabel,91.43387593489787
4,February,Isabel,91.4158137824007
4,February,Isabel,91.50797340533376
4,February,Isabel,91.28405082217367
4,February,Isabel,91.36545607913021
4,February,Isabel,91.52512291101917
4,February,Isabel,91.2920735012954
4,February,Isabel,91.28015277361352
4,February,Isabel,91.38091523052405
4,February,Isabel,91.44173338513538
4,February,Isabel,91.39333076265346
4,February,Isabel,91.71872600835701
4,February,Isabel,91.46999909102631
4,February,Isabel,91.45743979206512
4,February,Isabel,91.31985164876124
4,February,Isabel,91.38754066113424
4,February,Isabel,91.58904345148702
4,February,Isabel,91.5020772532628
4,March,Isabel,91.42748913760438
4,March,Isabel,91.31156720399015
4,March,Isabel,91.59553413583208
4,March,Isabel,91.4537688763716
4,March,Isabel,91.47107674320702
4,March,Isabel,91.61082044297926
4,March,Isabel,91.44410711226213
4,March,Isabel,91.38587857082227
4,March,Isabel,91.4144591613344
4,March,Isabel,91.35168461676128
4,March,Isabel,91.49706350050893
4,March,Isabel,91.41891631882572
4,March,Isabel,91.45972460415722
4,March,Isabel,91.51532215053578
4,March,Isabel,91.45557082675612
4,March,Isabel,91.44398271329929
4,March,Isabel,91.46243307879662
4,March,Isabel,91.41032655405178
4,March,Isabel,91.53972323535639
4,March,Isabel,91.40548106727691
